Year,Profession,HourlyRate,Source,Region,Experience
2024.08,Translation,33.96,,,
2024.08,Translation,34.33,,,
2024.08,Translation,34.6,,,
2024.08,UX/UI Design,40.54,,,
2024.08,Video Editing,33.85,,,
2024.08,Virtual Assistant,25.87,,,
2024.08,Voiceover,32.71,,,
2024.08,Web Development,45.0,,,
2024.08,Writing,34.16,,,
2024.16,3D Modeling,61.53,,,
2024.16,3D Modeling,64.91,,,
2024.16,3D Modeling,65.08,,,
2024.16,3D Modeling,64.53,,,
2024.16,3D Modeling,63.97,,,
2024.16,3D Modeling,65.35,,,
2024.16,3D Modeling,63.91,,,
2024.16,3D Modeling,64.67,,,
2024.16,3D Modeling,65.59,,,
2024.16,3D Modeling,66.84,,,
2024.16,3D Modeling,67.85,,,
2024.16,3D Modeling,67.86,,,
2024.16,AI/ML Development,118.49,,,
2024.16,AI/ML Development,119.07,,,
2024.16,AI/ML Development,126.59,,,
2024.16,AI/ML Development,122.0,,,
2024.16,AI/ML Development,126.69,,,
2024.16,AI/ML Development,129.31,,,
2024.16,AI/ML Development,130.06,,,
2024.16,AI/ML Development,123.78,,,
2024.16,AI/ML Development,128.68,,,
2024.16,AI/ML Development,132.25,,,
2024.16,AI/ML Development,130.5,,,
2024.16,AI/ML Development,136.58,,,
2024.16,Accounting,52.87,,,
2024.16,Accounting,52.89,,,
2024.16,Accounting,53.29,,,
2024.16,Accounting,53.7,,,
2024.16,Accounting,53.96,,,
2024.16,Accounting,53.59,,,
2024.16,Accounting,53.5,,,
2024.16,Accounting,54.78,,,
2024.16,Accounting,54.55,,,
2024.16,Accounting,55.38,,,
2024.16,Accounting,54.53,,,
2024.16,Accounting,56.37,,,
2024.16,Audio Production,49.23,,,
2024.16,Audio Production,49.75,,,
2024.16,Audio Production,50.04,,,
2024.16,Audio Production,52.3,,,
2024.16,Audio Production,50.93,,,
2024.16,Audio Production,50.31,,,
2024.16,Audio Production,50.4,,,
2024.16,Audio Production,50.69,,,
2024.16,Audio Production,51.78,,,
2024.16,Audio Production,51.46,,,
2024.16,Audio Production,53.24,,,
2024.16,Audio Production,53.58,,,
2024.16,Blockchain Development,161.79,,,
2024.16,Blockchain Development,160.35,,,
2024.16,Blockchain Development,164.35,,,
2024.16,Blockchain Development,167.77,,,
2024.16,Blockchain Development,162.41,,,
2024.16,Blockchain Development,162.83,,,
2024.16,Blockchain Development,173.31,,,
2024.16,Blockchain Development,173.89,,,
2024.16,Blockchain Development,178.69,,,
2024.16,Blockchain Development,178.53,,,
2024.16,Blockchain Development,173.79,,,
2024.16,Blockchain Development,183.05,,,
2024.16,Content Creation,29.52,,,
2024.16,Content Creation,29.98,,,
2024.16,Content Creation,30.19,,,
2024.16,Content Creation,30.03,,,
2024.16,Content Creation,30.05,,,
2024.16,Content Creation,30.4,,,
2024.16,Content Creation,30.93,,,
2024.16,Content Creation,30.54,,,
2024.16,Content Creation,30.36,,,
2024.16,Content Creation,30.17,,,
2024.16,Content Creation,30.78,,,
2024.16,Content Creation,31.02,,,
2024.16,Cybersecurity,125.07,,,
2024.16,Cybersecurity,123.51,,,
2024.16,Cybersecurity,123.43,,,
2024.16,Cybersecurity,128.83,,,
2024.16,Cybersecurity,126.87,,,
2024.16,Cybersecurity,128.53,,,
2024.16,Cybersecurity,127.51,,,
2024.16,Cybersecurity,134.32,,,
2024.16,Cybersecurity,135.21,,,
2024.16,Cybersecurity,131.44,,,
2024.16,Cybersecurity,141.52,,,
2024.16,Cybersecurity,139.23,,,
2024.16,DevOps Engineering,90.75,,,
2024.16,DevOps Engineering,88.8,,,
2024.16,DevOps Engineering,94.52,,,
2024.16,DevOps Engineering,90.9,,,
2024.16,DevOps Engineering,95.36,,,
2024.16,DevOps Engineering,96.32,,,
2024.16,DevOps Engineering,95.77,,,
2024.16,DevOps Engineering,97.07,,,
2024.16,DevOps Engineering,98.54,,,
2024.16,DevOps Engineering,100.3,,,
2024.16,DevOps Engineering,94.5,,,
2024.16,DevOps Engineering,100.33,,,
2024.16,Legal Services,83.43,,,
2024.16,Legal Services,83.92,,,
2024.16,Legal Services,82.55,,,
2024.16,Legal Services,85.11,,,
2024.16,Legal Services,83.59,,,
2024.16,Legal Services,83.75,,,
2024.16,Legal Services,83.41,,,
2024.16,Legal Services,85.1,,,
2024.16,Legal Services,85.9,,,
2024.16,Legal Services,85.83,,,
2024.16,Legal Services,86.2,,,
2024.16,Legal Services,86.91,,,
2024.16,Mobile Development,67.4,,,
2024.16,Mobile Development,67.24,,,
2024.16,Mobile Development,69.37,,,
2024.16,Mobile Development,69.23,,,
2024.16,Mobile Development,70.41,,,
2024.16,Mobile Development,70.53,,,
2024.16,Mobile Development,70.87,,,
2024.16,Mobile Development,70.71,,,
2024.16,Mobile Development,70.29,,,
2024.16,Mobile Development,73.1,,,
2024.16,Mobile Development,72.96,,,
2024.16,Mobile Development,74.36,,,
2024.16,Photography,41.18,,,
2024.16,Photography,40.05,,,
2024.16,Photography,41.39,,,
2024.16,Photography,40.98,,,
2024.16,Photography,41.86,,,
2024.16,Photography,42.64,,,
2024.16,Photography,41.57,,,
2024.16,Photography,43.26,,,
2024.16,Photography,42.34,,,
2024.16,Photography,42.67,,,
2024.16,Photography,42.91,,,
2024.16,Photography,43.09,,,
2024.16,Project Management,70.9,,,
2024.16,Project Management,71.41,,,
2024.16,Project Management,71.17,,,
2024.16,Project Management,71.73,,,
2024.16,Project Management,74.42,,,
2024.16,Project Management,73.2,,,
2024.16,Project Management,72.63,,,
2024.16,Project Management,75.68,,,
2024.16,Project Management,75.12,,,
2024.16,Project Management,74.32,,,
2024.16,Project Management,77.08,,,
2024.16,Project Management,72.45,,,
2024.16,SEO/SEM,49.21,,,
2024.16,SEO/SEM,49.06,,,
2024.16,SEO/SEM,47.43,,,
2024.16,SEO/SEM,49.94,,,
2024.16,SEO/SEM,49.77,,,
2024.16,SEO/SEM,49.61,,,
2024.16,SEO/SEM,50.59,,,
2024.16,SEO/SEM,50.34,,,
2024.16,SEO/SEM,48.85,,,
2024.16,SEO/SEM,52.72,,,
2024.16,SEO/SEM,53.87,,,
2024.16,SEO/SEM,50.79,,,
2024.16,Social Media Management,35.93,,,
2024.16,Social Media Management,36.04,,,
2024.16,Social Media Management,35.86,,,
2024.16,Social Media Management,36.32,,,
2024.16,Social Media Management,36.02,,,
2024.16,Social Media Management,37.17,,,
2024.16,Social Media Management,37.13,,,
2024.16,Social Media Management,36.84,,,
2024.16,Social Media Management,37.39,,,
2024.16,Social Media Management,37.3,,,
2024.16,Social Media Management,38.29,,,
2024.16,Social Media Management,37.68,,,
2024.16,Translation,32.7,,,
2024.16,Translation,33.46,,,
2024.16,Translation,33.41,,,
2024.16,Translation,33.66,,,
2024.16,Translation,33.8,,,
2024.16,Translation,34.05,,,
2024.16,Translation,34.68,,,
2024.16,Translation,34.02,,,
2024.16,Translation,34.5,,,
2024.16,Translation,34.64,,,
2024.16,Translation,34.98,,,
2024.16,Translation,35.15,,,
2024.17,Data Analysis,38.84,,,
2024.17,Graphic Design,35.68,,,
2024.17,Marketing,40.9,,,
2024.17,UX/UI Design,40.8,,,
2024.17,Video Editing,33.96,,,
2024.17,Virtual Assistant,26.05,,,
2024.17,Voiceover,32.96,,,
2024.17,Web Development,44.98,,,
2024.17,Writing,33.73,,,
2024.25,3D Modeling,63.96,,,
2024.25,3D Modeling,64.92,,,
2024.25,3D Modeling,64.01,,,
2024.25,3D Modeling,64.43,,,
2024.25,3D Modeling,65.52,,,
2024.25,3D Modeling,67.38,,,
2024.25,3D Modeling,64.77,,,
2024.25,3D Modeling,66.71,,,
2024.25,3D Modeling,67.09,,,
2024.25,3D Modeling,66.45,,,
2024.25,3D Modeling,69.7,,,
2024.25,3D Modeling,67.99,,,
2024.25,AI/ML Development,118.6,,,
2024.25,AI/ML Development,129.02,,,
2024.25,AI/ML Development,124.65,,,
2024.25,AI/ML Development,126.79,,,
2024.25,AI/ML Development,126.22,,,
2024.25,AI/ML Development,123.99,,,
2024.25,AI/ML Development,125.59,,,
2024.25,AI/ML Development,133.85,,,
2024.25,AI/ML Development,131.25,,,
2024.25,AI/ML Development,133.2,,,
2024.25,AI/ML Development,134.28,,,
2024.25,AI/ML Development,138.48,,,
2024.25,Accounting,52.69,,,
2024.25,Accounting,52.55,,,
2024.25,Accounting,53.12,,,
2024.25,Accounting,53.02,,,
2024.25,Accounting,53.02,,,
2024.25,Accounting,54.99,,,
2024.25,Accounting,54.14,,,
2024.25,Accounting,55.36,,,
2024.25,Accounting,54.94,,,
2024.25,Accounting,55.93,,,
2024.25,Accounting,55.83,,,
2024.25,Accounting,54.57,,,
2024.25,Audio Production,50.06,,,
2024.25,Audio Production,51.05,,,
2024.25,Audio Production,51.06,,,
2024.25,Audio Production,50.58,,,
2024.25,Audio Production,50.04,,,
2024.25,Audio Production,52.58,,,
2024.25,Audio Production,51.53,,,
2024.25,Audio Production,52.15,,,
2024.25,Audio Production,52.54,,,
2024.25,Audio Production,53.24,,,
2024.25,Audio Production,52.16,,,
2024.25,Audio Production,53.7,,,
2024.25,Blockchain Development,162.04,,,
2024.25,Blockchain Development,168.08,,,
2024.25,Blockchain Development,164.77,,,
2024.25,Blockchain Development,166.31,,,
2024.25,Blockchain Development,168.67,,,
2024.25,Blockchain Development,165.42,,,
2024.25,Blockchain Development,166.69,,,
2024.25,Blockchain Development,171.32,,,
2024.25,Blockchain Development,180.7,,,
2024.25,Blockchain Development,171.14,,,
2024.25,Blockchain Development,178.52,,,
2024.25,Blockchain Development,183.9,,,
2024.25,Content Creation,29.72,,,
2024.25,Content Creation,29.97,,,
2024.25,Content Creation,29.87,,,
2024.25,Content Creation,30.96,,,
2024.25,Content Creation,29.64,,,
2024.25,Content Creation,30.07,,,
2024.25,Content Creation,30.71,,,
2024.25,Content Creation,30.93,,,
2024.25,Content Creation,30.91,,,
2024.25,Content Creation,30.69,,,
2024.25,Content Creation,31.16,,,
2024.25,Content Creation,30.62,,,
2024.25,Cybersecurity,125.18,,,
2024.25,Cybersecurity,122.55,,,
2024.25,Cybersecurity,125.14,,,
2024.25,Cybersecurity,125.04,,,
2024.25,Cybersecurity,135.44,,,
2024.25,Cybersecurity,131.6,,,
2024.25,Cybersecurity,133.7,,,
2024.25,Cybersecurity,132.07,,,
2024.25,Cybersecurity,131.8,,,
2024.25,Cybersecurity,134.03,,,
2024.25,Cybersecurity,133.73,,,
2024.25,Cybersecurity,143.12,,,
2024.25,Data Analysis,39.05,,,
2024.25,DevOps Engineering,89.88,,,
2024.25,DevOps Engineering,92.28,,,
2024.25,DevOps Engineering,93.74,,,
2024.25,DevOps Engineering,97.67,,,
2024.25,DevOps Engineering,93.38,,,
2024.25,DevOps Engineering,96.25,,,
2024.25,DevOps Engineering,95.87,,,
2024.25,DevOps Engineering,97.33,,,
2024.25,DevOps Engineering,99.12,,,
2024.25,DevOps Engineering,101.01,,,
2024.25,DevOps Engineering,98.56,,,
2024.25,DevOps Engineering,98.86,,,
2024.25,Graphic Design,35.25,,,
2024.25,Legal Services,83.73,,,
2024.25,Legal Services,84.77,,,
2024.25,Legal Services,84.82,,,
2024.25,Legal Services,84.38,,,
2024.25,Legal Services,85.08,,,
2024.25,Legal Services,86.16,,,
2024.25,Legal Services,84.96,,,
2024.25,Legal Services,85.83,,,
2024.25,Legal Services,85.85,,,
2024.25,Legal Services,86.1,,,
2024.25,Legal Services,86.54,,,
2024.25,Legal Services,86.52,,,
2024.25,Marketing,41.21,,,
2024.25,Mobile Development,68.95,,,
2024.25,Mobile Development,67.63,,,
2024.25,Mobile Development,66.52,,,
2024.25,Mobile Development,70.03,,,
2024.25,Mobile Development,70.79,,,
2024.25,Mobile Development,69.05,,,
2024.25,Mobile Development,72.36,,,
2024.25,Mobile Development,71.95,,,
2024.25,Mobile Development,72.75,,,
2024.25,Mobile Development,71.64,,,
2024.25,Mobile Development,73.07,,,
2024.25,Mobile Development,72.59,,,
2024.25,Photography,41.33,,,
2024.25,Photography,41.26,,,
2024.25,Photography,42.15,,,
2024.25,Photography,42.07,,,
2024.25,Photography,42.54,,,
2024.25,Photography,42.15,,,
2024.25,Photography,42.92,,,
2024.25,Photography,42.34,,,
2024.25,Photography,42.73,,,
2024.25,Photography,43.0,,,
2024.25,Photography,42.79,,,
2024.25,Photography,44.27,,,
2024.25,Project Management,73.87,,,
2024.25,Project Management,73.86,,,
2024.25,Project Management,72.57,,,
2024.25,Project Management,73.5,,,
2024.25,Project Management,74.16,,,
2024.25,Project Management,73.91,,,
2024.25,Project Management,73.4,,,
2024.25,Project Management,75.58,,,
2024.25,Project Management,74.54,,,
2024.25,Project Management,75.24,,,
2024.25,Project Management,75.16,,,
2024.25,Project Management,76.56,,,
2024.25,SEO/SEM,48.01,,,
2024.25,SEO/SEM,48.02,,,
2024.25,SEO/SEM,48.5,,,
2024.25,SEO/SEM,50.56,,,
2024.25,SEO/SEM,50.78,,,
2024.25,SEO/SEM,49.06,,,
2024.25,SEO/SEM,50.2,,,
2024.25,SEO/SEM,50.11,,,
2024.25,SEO/SEM,50.0,,,
2024.25,SEO/SEM,50.76,,,
2024.25,SEO/SEM,50.03,,,
2024.25,SEO/SEM,53.4,,,
2024.25,Social Media Management,36.06,,,
2024.25,Social Media Management,36.84,,,
2024.25,Social Media Management,36.06,,,
2024.25,Social Media Management,36.9,,,
2024.25,Social Media Management,36.99,,,
2024.25,Social Media Management,36.88,,,
2024.25,Social Media Management,37.39,,,
2024.25,Social Media Management,36.88,,,
2024.25,Social Media Management,37.42,,,
2024.25,Social Media Management,37.74,,,
2024.25,Social Media Management,38.13,,,
2024.25,Social Media Management,38.01,,,
2024.25,Translation,33.44,,,
2024.25,Translation,33.08,,,
2024.25,Translation,32.89,,,
2024.25,Translation,33.46,,,
2024.25,Translation,33.26,,,
2024.25,Translation,33.64,,,
2024.25,Translation,34.39,,,
2024.25,Translation,33.73,,,
2024.25,Translation,34.77,,,
2024.25,Translation,34.2,,,
2024.25,Translation,34.76,,,
2024.25,Translation,35.22,,,
2024.25,UX/UI Design,41.06,,,
2024.25,Video Editing,34.06,,,
2024.25,Virtual Assistant,26.23,,,
2024.25,Voiceover,33.21,,,
2024.25,Web Development,44.96,,,
2024.25,Writing,33.31,,,
2024.33,3D Modeling,64.54,,,
2024.33,3D Modeling,63.79,,,
2024.33,3D Modeling,66.69,,,
2024.33,3D Modeling,66.23,,,
2024.33,3D Modeling,65.81,,,
2024.33,3D Modeling,68.08,,,
2024.33,3D Modeling,67.22,,,
2024.33,3D Modeling,65.83,,,
2024.33,3D Modeling,68.82,,,
2024.33,3D Modeling,66.46,,,
2024.33,3D Modeling,67.84,,,
2024.33,3D Modeling,66.41,,,
2024.33,AI/ML Development,121.77,,,
2024.33,AI/ML Development,125.6,,,
2024.33,AI/ML Development,126.15,,,
2024.33,AI/ML Development,121.86,,,
2024.33,AI/ML Development,125.41,,,
2024.33,AI/ML Development,129.72,,,
2024.33,AI/ML Development,125.93,,,
2024.33,AI/ML Development,129.27,,,
2024.33,AI/ML Development,131.33,,,
2024.33,AI/ML Development,136.49,,,
2024.33,AI/ML Development,139.56,,,
2024.33,AI/ML Development,136.52,,,
2024.33,Accounting,53.25,,,
2024.33,Accounting,54.22,,,
2024.33,Accounting,52.7,,,
2024.33,Accounting,54.47,,,
2024.33,Accounting,53.28,,,
2024.33,Accounting,55.32,,,
2024.33,Accounting,54.56,,,
2024.33,Accounting,55.37,,,
2024.33,Accounting,55.54,,,
2024.33,Accounting,55.59,,,
2024.33,Accounting,54.39,,,
2024.33,Accounting,56.52,,,
2024.33,Audio Production,51.36,,,
2024.33,Audio Production,49.8,,,
2024.33,Audio Production,50.21,,,
2024.33,Audio Production,49.95,,,
2024.33,Audio Production,51.16,,,
2024.33,Audio Production,52.33,,,
2024.33,Audio Production,51.98,,,
2024.33,Audio Production,54.32,,,
2024.33,Audio Production,51.73,,,
2024.33,Audio Production,53.37,,,
2024.33,Audio Production,53.07,,,
2024.33,Audio Production,53.08,,,
2024.33,Blockchain Development,162.66,,,
2024.33,Blockchain Development,167.55,,,
2024.33,Blockchain Development,174.33,,,
2024.33,Blockchain Development,164.06,,,
2024.33,Blockchain Development,173.6,,,
2024.33,Blockchain Development,171.41,,,
2024.33,Blockchain Development,179.11,,,
2024.33,Blockchain Development,175.37,,,
2024.33,Blockchain Development,185.5,,,
2024.33,Blockchain Development,183.01,,,
2024.33,Blockchain Development,184.23,,,
2024.33,Blockchain Development,179.55,,,
2024.33,Content Creation,30.69,,,
2024.33,Content Creation,30.12,,,
2024.33,Content Creation,29.81,,,
2024.33,Content Creation,29.98,,,
2024.33,Content Creation,29.47,,,
2024.33,Content Creation,31.13,,,
2024.33,Content Creation,30.46,,,
2024.33,Content Creation,31.18,,,
2024.33,Content Creation,30.95,,,
2024.33,Content Creation,30.61,,,
2024.33,Content Creation,31.14,,,
2024.33,Content Creation,31.46,,,
2024.33,Cybersecurity,127.79,,,
2024.33,Cybersecurity,127.59,,,
2024.33,Cybersecurity,129.1,,,
2024.33,Cybersecurity,131.89,,,
2024.33,Cybersecurity,129.28,,,
2024.33,Cybersecurity,131.92,,,
2024.33,Cybersecurity,134.05,,,
2024.33,Cybersecurity,137.57,,,
2024.33,Cybersecurity,136.04,,,
2024.33,Cybersecurity,134.58,,,
2024.33,Cybersecurity,131.41,,,
2024.33,Cybersecurity,134.71,,,
2024.33,Data Analysis,39.26,,,
2024.33,DevOps Engineering,92.27,,,
2024.33,DevOps Engineering,94.55,,,
2024.33,DevOps Engineering,95.56,,,
2024.33,DevOps Engineering,96.27,,,
2024.33,DevOps Engineering,93.32,,,
2024.33,DevOps Engineering,98.27,,,
2024.33,DevOps Engineering,97.66,,,
2024.33,DevOps Engineering,99.48,,,
2024.33,DevOps Engineering,101.11,,,
2024.33,DevOps Engineering,97.65,,,
2024.33,DevOps Engineering,100.1,,,
2024.33,DevOps Engineering,100.79,,,
2024.33,Graphic Design,34.82,,,
2024.33,Legal Services,83.52,,,
2024.33,Legal Services,83.71,,,
2024.33,Legal Services,83.94,,,
2024.33,Legal Services,83.98,,,
2024.33,Legal Services,85.93,,,
2024.33,Legal Services,85.91,,,
2024.33,Legal Services,86.3,,,
2024.33,Legal Services,84.33,,,
2024.33,Legal Services,86.38,,,
2024.33,Legal Services,86.08,,,
2024.33,Legal Services,86.66,,,
2024.33,Legal Services,87.88,,,
2024.33,Marketing,41.52,,,
2024.33,Mobile Development,67.61,,,
2024.33,Mobile Development,68.62,,,
2024.33,Mobile Development,70.25,,,
2024.33,Mobile Development,69.87,,,
2024.33,Mobile Development,71.85,,,
2024.33,Mobile Development,71.13,,,
2024.33,Mobile Development,71.32,,,
2024.33,Mobile Development,72.69,,,
2024.33,Mobile Development,74.45,,,
2024.33,Mobile Development,72.23,,,
2024.33,Mobile Development,72.06,,,
2024.33,Mobile Development,75.11,,,
2024.33,Photography,41.51,,,
2024.33,Photography,41.44,,,
2024.33,Photography,41.06,,,
2024.33,Photography,42.01,,,
2024.33,Photography,42.17,,,
2024.33,Photography,41.95,,,
2024.33,Photography,43.29,,,
2024.33,Photography,43.92,,,
2024.33,Photography,43.86,,,
2024.33,Photography,42.8,,,
2024.33,Photography,42.8,,,
2024.33,Photography,43.77,,,
2024.33,Project Management,70.67,,,
2024.33,Project Management,72.53,,,
2024.33,Project Management,72.75,,,
2024.33,Project Management,74.19,,,
2024.33,Project Management,70.83,,,
2024.33,Project Management,73.54,,,
2024.33,Project Management,75.02,,,
2024.33,Project Management,75.34,,,
2024.33,Project Management,76.11,,,
2024.33,Project Management,74.45,,,
2024.33,Project Management,77.07,,,
2024.33,Project Management,75.85,,,
2024.33,SEO/SEM,48.06,,,
2024.33,SEO/SEM,50.08,,,
2024.33,SEO/SEM,49.18,,,
2024.33,SEO/SEM,49.89,,,
2024.33,SEO/SEM,50.18,,,
2024.33,SEO/SEM,50.23,,,
2024.33,SEO/SEM,49.98,,,
2024.33,SEO/SEM,50.55,,,
2024.33,SEO/SEM,52.96,,,
2024.33,SEO/SEM,51.93,,,
2024.33,SEO/SEM,52.09,,,
2024.33,SEO/SEM,52.52,,,
2024.33,Social Media Management,35.96,,,
2024.33,Social Media Management,36.39,,,
2024.33,Social Media Management,36.84,,,
2024.33,Social Media Management,36.3,,,
2024.33,Social Media Management,37.02,,,
2024.33,Social Media Management,37.01,,,
2024.33,Social Media Management,38.29,,,
2024.33,Social Media Management,37.17,,,
2024.33,Social Media Management,37.35,,,
2024.33,Social Media Management,37.73,,,
2024.33,Social Media Management,37.66,,,
2024.33,Social Media Management,38.38,,,
2024.33,Translation,33.31,,,
2024.33,Translation,34.32,,,
2024.33,Translation,33.2,,,
2024.33,Translation,33.97,,,
2024.33,Translation,34.07,,,
2024.33,Translation,34.23,,,
2024.33,Translation,34.13,,,
2024.33,Translation,34.48,,,
2024.33,Translation,34.46,,,
2024.33,Translation,34.85,,,
2024.33,Translation,34.82,,,
2024.33,Translation,35.16,,,
2024.33,UX/UI Design,41.32,,,
2024.33,Video Editing,34.16,,,
2024.33,Virtual Assistant,26.41,,,
2024.33,Voiceover,33.46,,,
2024.33,Web Development,44.94,,,
2024.33,Writing,32.88,,,
2024.41,3D Modeling,65.82,,,
2024.41,3D Modeling,65.29,,,
2024.41,3D Modeling,65.21,,,
2024.41,3D Modeling,64.57,,,
2024.41,3D Modeling,68.32,,,
2024.41,3D Modeling,69.41,,,
2024.41,3D Modeling,66.52,,,
2024.41,3D Modeling,66.13,,,
2024.41,3D Modeling,69.2,,,
2024.41,3D Modeling,66.23,,,
2024.41,3D Modeling,71.17,,,
2024.41,3D Modeling,69.0,,,
2024.41,AI/ML Development,126.48,,,
2024.41,AI/ML Development,127.54,,,
2024.41,AI/ML Development,127.21,,,
2024.41,AI/ML Development,127.81,,,
2024.41,AI/ML Development,128.82,,,
2024.41,AI/ML Development,127.54,,,
2024.41,AI/ML Development,130.82,,,
2024.41,AI/ML Development,134.45,,,
2024.41,AI/ML Development,138.61,,,
2024.41,AI/ML Development,137.99,,,
2024.41,AI/ML Development,139.19,,,
2024.41,AI/ML Development,136.22,,,
2024.41,Accounting,53.69,,,
2024.41,Accounting,54.03,,,
2024.41,Accounting,54.04,,,
2024.41,Accounting,55.18,,,
2024.41,Accounting,54.46,,,
2024.41,Accounting,54.83,,,
2024.41,Accounting,54.6,,,
2024.41,Accounting,55.19,,,
2024.41,Accounting,54.35,,,
2024.41,Accounting,55.63,,,
2024.41,Accounting,55.05,,,
2024.41,Accounting,55.38,,,
2024.41,Audio Production,49.74,,,
2024.41,Audio Production,51.18,,,
2024.41,Audio Production,50.13,,,
2024.41,Audio Production,52.49,,,
2024.41,Audio Production,50.64,,,
2024.41,Audio Production,52.1,,,
2024.41,Audio Production,52.16,,,
2024.41,Audio Production,52.25,,,
2024.41,Audio Production,52.95,,,
2024.41,Audio Production,53.02,,,
2024.41,Audio Production,53.27,,,
2024.41,Audio Production,54.59,,,
2024.41,Blockchain Development,164.15,,,
2024.41,Blockchain Development,164.33,,,
2024.41,Blockchain Development,169.44,,,
2024.41,Blockchain Development,171.02,,,
2024.41,Blockchain Development,170.49,,,
2024.41,Blockchain Development,168.04,,,
2024.41,Blockchain Development,177.61,,,
2024.41,Blockchain Development,172.81,,,
2024.41,Blockchain Development,186.77,,,
2024.41,Blockchain Development,188.63,,,
2024.41,Blockchain Development,182.39,,,
2024.41,Blockchain Development,183.62,,,
2024.41,Content Creation,30.04,,,
2024.41,Content Creation,30.0,,,
2024.41,Content Creation,29.88,,,
2024.41,Content Creation,30.11,,,
2024.41,Content Creation,30.52,,,
2024.41,Content Creation,30.98,,,
2024.41,Content Creation,30.76,,,
2024.41,Content Creation,30.74,,,
2024.41,Content Creation,31.4,,,
2024.41,Content Creation,30.88,,,
2024.41,Content Creation,31.1,,,
2024.41,Content Creation,31.44,,,
2024.41,Cybersecurity,129.98,,,
2024.41,Cybersecurity,123.24,,,
2024.41,Cybersecurity,131.93,,,
2024.41,Cybersecurity,128.52,,,
2024.41,Cybersecurity,127.72,,,
2024.41,Cybersecurity,132.72,,,
2024.41,Cybersecurity,135.38,,,
2024.41,Cybersecurity,132.24,,,
2024.41,Cybersecurity,137.33,,,
2024.41,Cybersecurity,132.74,,,
2024.41,Cybersecurity,139.64,,,
2024.41,Cybersecurity,138.05,,,
2024.41,DevOps Engineering,90.99,,,
2024.41,DevOps Engineering,94.45,,,
2024.41,DevOps Engineering,94.85,,,
2024.41,DevOps Engineering,96.81,,,
2024.41,DevOps Engineering,95.72,,,
2024.41,DevOps Engineering,95.26,,,
2024.41,DevOps Engineering,99.13,,,
2024.41,DevOps Engineering,98.9,,,
2024.41,DevOps Engineering,100.35,,,
2024.41,DevOps Engineering,100.03,,,
2024.41,DevOps Engineering,100.8,,,
2024.41,DevOps Engineering,101.17,,,
2024.41,Legal Services,83.4,,,
2024.41,Legal Services,84.05,,,
2024.41,Legal Services,85.23,,,
2024.41,Legal Services,84.91,,,
2024.41,Legal Services,84.13,,,
2024.41,Legal Services,86.44,,,
2024.41,Legal Services,86.3,,,
2024.41,Legal Services,86.04,,,
2024.41,Legal Services,87.0,,,
2024.41,Legal Services,86.36,,,
2024.41,Legal Services,87.07,,,
2024.41,Legal Services,87.3,,,
2024.41,Mobile Development,68.79,,,
2024.41,Mobile Development,69.36,,,
2024.41,Mobile Development,70.36,,,
2024.41,Mobile Development,67.26,,,
2024.41,Mobile Development,69.31,,,
2024.41,Mobile Development,69.6,,,
2024.41,Mobile Development,70.52,,,
2024.41,Mobile Development,73.19,,,
2024.41,Mobile Development,74.58,,,
2024.41,Mobile Development,75.94,,,
2024.41,Mobile Development,74.05,,,
2024.41,Mobile Development,73.37,,,
2024.41,Photography,41.14,,,
2024.41,Photography,42.73,,,
2024.41,Photography,41.1,,,
2024.41,Photography,42.12,,,
2024.41,Photography,42.36,,,
2024.41,Photography,41.79,,,
2024.41,Photography,43.79,,,
2024.41,Photography,42.18,,,
2024.41,Photography,43.11,,,
2024.41,Photography,43.1,,,
2024.41,Photography,44.51,,,
2024.41,Photography,43.37,,,
2024.41,Project Management,73.08,,,
2024.41,Project Management,74.06,,,
2024.41,Project Management,74.05,,,
2024.41,Project Management,73.37,,,
2024.41,Project Management,72.69,,,
2024.41,Project Management,74.54,,,
2024.41,Project Management,74.13,,,
2024.41,Project Management,74.38,,,
2024.41,Project Management,74.88,,,
2024.41,Project Management,77.69,,,
2024.41,Project Management,78.6,,,
2024.41,Project Management,77.6,,,
2024.41,SEO/SEM,50.18,,,
2024.41,SEO/SEM,50.94,,,
2024.41,SEO/SEM,49.43,,,
2024.41,SEO/SEM,49.71,,,
2024.41,SEO/SEM,51.16,,,
2024.41,SEO/SEM,49.37,,,
2024.41,SEO/SEM,49.6,,,
2024.41,SEO/SEM,51.52,,,
2024.41,SEO/SEM,51.94,,,
2024.41,SEO/SEM,50.71,,,
2024.41,SEO/SEM,53.24,,,
2024.41,SEO/SEM,54.17,,,
2024.41,Social Media Management,35.37,,,
2024.41,Social Media Management,37.19,,,
2024.41,Social Media Management,36.22,,,
2024.41,Social Media Management,36.25,,,
2024.41,Social Media Management,37.63,,,
2024.41,Social Media Management,37.87,,,
2024.41,Social Media Management,37.53,,,
2024.41,Social Media Management,37.95,,,
2024.41,Social Media Management,37.86,,,
2024.41,Social Media Management,39.01,,,
2024.41,Social Media Management,37.75,,,
2024.41,Social Media Management,38.04,,,
2024.41,Translation,33.77,,,
2024.41,Translation,33.64,,,
2024.41,Translation,34.61,,,
2024.41,Translation,34.37,,,
2024.41,Translation,34.15,,,
2024.41,Translation,34.34,,,
2024.41,Translation,34.07,,,
2024.41,Translation,34.97,,,
2024.41,Translation,34.59,,,
2024.41,Translation,35.1,,,
